1	-447.936501	0.000000	1.186862	0
2	-447.936501	0.000000	1.178554	0
3	-447.936501	0.000000	1.170304	0
4	-447.936501	0.000000	1.162112	0
5	-447.311521	0.200000	1.153977	0
6	-447.311521	0.166667	1.145899	0
7	-447.311521	0.142857	1.137878	0
8	-447.311521	0.125000	1.129913	0
9	-447.311521	0.111111	1.122004	0
10	-447.311521	0.100000	1.114149	0
11	-447.311521	0.090909	1.106350	0
12	-447.311521	0.083333	1.098606	0
13	-447.311521	0.076923	1.090916	0
14	-447.311521	0.071429	1.083279	0
15	-447.311521	0.066667	1.075696	0
16	-447.311521	0.062500	1.068167	0
17	-447.311521	0.058824	1.060689	0
18	-447.311521	0.055556	1.053265	0
19	-447.311521	0.052632	1.045892	0
20	-447.311521	0.050000	1.038570	0
21	-447.311521	0.047619	1.031300	0
22	-447.311521	0.045455	1.024081	0
23	-447.311521	0.043478	1.016913	0
24	-447.311521	0.041667	1.009794	0
25	-447.311521	0.040000	1.002726	0
26	-447.311521	0.038462	0.995707	0
27	-447.311521	0.037037	0.988737	0
28	-447.311521	0.035714	0.981816	0
29	-447.311521	0.034483	0.974943	0
30	-447.311521	0.033333	0.968118	0
31	-447.311521	0.032258	0.961341	0
32	-447.311521	0.031250	0.954612	0
33	-447.311521	0.030303	0.947930	0
34	-447.311521	0.029412	0.941294	0
35	-447.311521	0.028571	0.934705	0
36	-447.311521	0.027778	0.928162	0
37	-447.311521	0.027027	0.921665	0
38	-447.311521	0.026316	0.915214	0
39	-447.311521	0.025641	0.908807	0
40	-447.311521	0.025000	0.902445	0
41	-447.311521	0.024390	0.896128	0
42	-447.311521	0.023810	0.889855	0
43	-447.311521	0.023256	0.883626	0
44	-447.311521	0.022727	0.877441	0
45	-447.311521	0.022222	0.871299	0
46	-446.755581	0.043478	0.865200	0
47	-446.755581	0.042553	0.859143	0
48	-446.755581	0.041667	0.853129	0
49	-446.755581	0.040816	0.847157	0
50	-446.755581	0.040000	0.841227	0
51	-446.755581	0.039216	0.835339	0
52	-446.479023	0.057692	0.829491	0
53	-446.479023	0.056604	0.823685	0
54	-446.479023	0.055556	0.817919	0
55	-446.479023	0.054545	0.812194	0
56	-446.479023	0.053571	0.806508	0
57	-446.479023	0.052632	0.800863	0
58	-446.479023	0.051724	0.795257	0
59	-446.479023	0.050847	0.789690	0
60	-446.479023	0.050000	0.784162	0
61	-446.479023	0.049180	0.778673	0
62	-446.479023	0.048387	0.773222	0
63	-443.621646	0.063492	0.767810	0
64	-443.621646	0.062500	0.762435	0
65	-443.621646	0.061538	0.757098	0
66	-443.621646	0.060606	0.751798	0
67	-443.621646	0.059701	0.746536	0
68	-443.621646	0.058824	0.741310	0
69	-443.227658	0.072464	0.736121	0
70	-443.227658	0.071429	0.730968	0
71	-443.227658	0.070423	0.725851	0
72	-443.227658	0.069444	0.720770	0
73	-443.227658	0.068493	0.715725	0
74	-443.227658	0.067568	0.710715	0
75	-443.227658	0.066667	0.705740	0
76	-443.227658	0.065789	0.700800	0
77	-443.051171	0.077922	0.695894	0
78	-443.051171	0.076923	0.691023	0
79	-443.051171	0.075949	0.686186	0
80	-443.051171	0.075000	0.681382	0
81	-443.051171	0.074074	0.676613	0
82	-443.051171	0.073171	0.671876	0
83	-442.868918	0.084337	0.667173	0
84	-442.868918	0.083333	0.662503	0
85	-442.868918	0.082353	0.657865	0
86	-442.868918	0.081395	0.653260	0
87	-442.868918	0.080460	0.648688	0
88	-442.868918	0.079545	0.644147	0
89	-442.868918	0.078652	0.639638	0
90	-442.868918	0.077778	0.635160	0
91	-442.868918	0.076923	0.630714	0
92	-442.868918	0.076087	0.626299	0
93	-442.868918	0.075269	0.621915	0
94	-442.868918	0.074468	0.617562	0
95	-442.868918	0.073684	0.613239	0
96	-441.007964	0.083333	0.608946	0
97	-433.371428	0.092784	0.604683	0
98	-428.702563	0.102041	0.600451	0
99	-428.702563	0.101010	0.596248	0
100	-428.702563	0.100000	0.592074	0
101	-428.702563	0.099010	0.587929	0
102	-428.702563	0.098039	0.583814	0
103	-428.702563	0.097087	0.579727	0
104	-428.702563	0.096154	0.575669	0
105	-428.702563	0.095238	0.571639	0
106	-428.702563	0.094340	0.567638	0
107	-428.702563	0.093458	0.563664	0
108	-428.702563	0.092593	0.559719	0
109	-428.702563	0.091743	0.555801	0
110	-430.704898	0.100000	0.551910	0
111	-430.704898	0.099099	0.548047	0
112	-430.704898	0.098214	0.544210	0
113	-430.704898	0.097345	0.540401	0
114	-430.704898	0.096491	0.536618	0
115	-430.704898	0.095652	0.532862	0
116	-430.704898	0.094828	0.529132	0
117	-429.715077	0.102564	0.525428	0
118	-429.715077	0.101695	0.521750	0
119	-429.715077	0.100840	0.518098	0
120	-429.715077	0.100000	0.514471	0
121	-429.715077	0.099174	0.510870	0
122	-429.710688	0.106557	0.507293	0
123	-429.710688	0.105691	0.503742	0
124	-429.710688	0.104839	0.500216	0
125	-429.710688	0.104000	0.496715	0
126	-429.710688	0.103175	0.493238	0
127	-429.710688	0.102362	0.489785	0
128	-429.710688	0.101563	0.486357	0
129	-429.710688	0.100775	0.482952	0
130	-429.710688	0.100000	0.479571	0
131	-429.710688	0.099237	0.476214	0
132	-432.287814	0.106061	0.472881	0
133	-434.730712	0.112782	0.469571	0
134	-433.270076	0.119403	0.466284	0
135	-433.270076	0.118519	0.463020	0
136	-432.989257	0.125000	0.459779	0
137	-432.989257	0.124088	0.456560	0
138	-432.989257	0.123188	0.453364	0
139	-433.970024	0.129496	0.450191	0
140	-433.339182	0.135714	0.447039	0
141	-432.895431	0.141844	0.443910	0
142	-432.895431	0.140845	0.440803	0
143	-432.895431	0.139860	0.437717	0
144	-433.173647	0.145833	0.434653	0
145	-431.476846	0.151724	0.431611	0
146	-431.476846	0.150685	0.428589	0
147	-431.476846	0.149660	0.425589	0
148	-431.476846	0.148649	0.422610	0
149	-427.165543	0.154362	0.419652	0
150	-427.165543	0.153333	0.416714	0
151	-427.165543	0.152318	0.413797	0
152	-427.165543	0.151316	0.410901	0
153	-427.165543	0.150327	0.408024	0
154	-430.637742	0.155844	0.405168	0
155	-427.121955	0.161290	0.402332	0
156	-427.121955	0.160256	0.399516	0
157	-426.601106	0.165605	0.396719	0
158	-427.091194	0.170886	0.393942	0
159	-427.091194	0.169811	0.391184	0
160	-427.091194	0.168750	0.388446	0
