1	-9.943495	0.000000	1.807484
2	-9.943495	0.000000	1.789410
3	-9.943495	0.000000	1.771515
4	-9.943495	0.000000	1.753800
5	-10.017612	0.200000	1.736262
6	-10.861455	0.333333	1.718900
7	-11.596322	0.428571	1.701711
8	-11.596322	0.375000	1.684694
9	-11.596322	0.333333	1.667847
10	-11.596322	0.300000	1.651168
11	-11.596322	0.272727	1.634657
12	-11.596322	0.250000	1.618310
13	-11.596322	0.230769	1.602127
14	-11.709445	0.285714	1.586106
15	-11.709445	0.266667	1.570245
16	-11.847808	0.312500	1.554542
17	-12.354238	0.352941	1.538997
18	-12.354238	0.333333	1.523607
19	-12.354238	0.315789	1.508371
20	-12.354238	0.300000	1.493287
21	-12.992360	0.333333	1.478354
22	-12.992360	0.318182	1.463571
23	-12.992360	0.304348	1.448935
24	-13.554335	0.333333	1.434445
25	-13.554335	0.320000	1.420101
26	-13.554335	0.307692	1.405900
27	-13.554335	0.296296	1.391841
28	-13.554335	0.285714	1.377923
29	-13.554335	0.275862	1.364143
30	-13.554335	0.266667	1.350502
31	-14.173093	0.290323	1.336997
32	-14.173093	0.281250	1.323627
33	-14.173093	0.272727	1.310391
34	-14.173093	0.264706	1.297287
35	-14.173093	0.257143	1.284314
36	-14.173093	0.250000	1.271471
37	-14.173093	0.243243	1.258756
38	-14.173093	0.236842	1.246168
39	-14.173093	0.230769	1.233707
40	-14.173093	0.225000	1.221370
41	-14.457562	0.243902	1.209156
42	-14.457562	0.238095	1.197064
43	-14.457562	0.232558	1.185094
44	-14.457562	0.227273	1.173243
45	-14.457562	0.222222	1.161510
46	-14.529421	0.239130	1.149895
47	-14.529421	0.234043	1.138396
48	-14.529421	0.229167	1.127012
49	-14.529421	0.224490	1.115742
50	-14.529421	0.220000	1.104585
51	-14.793904	0.235294	1.093539
52	-14.793904	0.230769	1.082604
53	-14.793904	0.226415	1.071778
54	-14.793904	0.222222	1.061060
55	-14.793904	0.218182	1.050449
56	-14.793904	0.214286	1.039945
57	-14.793904	0.210526	1.029545
58	-14.793904	0.206897	1.019250
59	-14.793904	0.203390	1.009057
60	-14.793904	0.200000	0.998967
61	-14.793904	0.196721	0.988977
62	-14.793904	0.193548	0.979087
63	-14.793904	0.190476	0.969296
64	-14.793904	0.187500	0.959604
65	-14.793904	0.184615	0.950007
66	-14.793904	0.181818	0.940507
67	-14.793904	0.179104	0.931102
68	-14.793904	0.176471	0.921791
69	-14.793904	0.173913	0.912573
70	-14.793904	0.171429	0.903448
71	-14.793904	0.169014	0.894413
72	-14.793904	0.166667	0.885469
73	-14.793904	0.164384	0.876614
74	-14.793904	0.162162	0.867848
75	-14.793904	0.160000	0.859170
76	-14.793904	0.157895	0.850578
77	-14.793904	0.155844	0.842072
78	-14.793904	0.153846	0.833652
79	-14.793904	0.151899	0.825315
80	-14.793904	0.150000	0.817062
81	-14.793904	0.148148	0.808891
82	-14.793904	0.146341	0.800802
83	-14.793904	0.144578	0.792794
84	-14.845769	0.154762	0.784866
85	-14.845769	0.152941	0.777018
86	-14.845769	0.151163	0.769248
87	-14.845769	0.149425	0.761555
88	-14.845769	0.147727	0.753939
89	-14.845769	0.146067	0.746400
90	-14.845769	0.144444	0.738936
91	-14.845769	0.142857	0.731547
92	-14.845769	0.141304	0.724231
93	-14.845769	0.139785	0.716989
94	-14.845769	0.138298	0.709819
95	-14.845769	0.136842	0.702721
96	-14.845769	0.135417	0.695694
97	-14.845769	0.134021	0.688737
98	-14.845769	0.132653	0.681849
99	-14.860863	0.141414	0.675031
100	-14.860863	0.140000	0.668281
101	-14.860863	0.138614	0.661598
102	-14.860863	0.137255	0.654982
103	-14.860863	0.135922	0.648432
104	-14.860863	0.134615	0.641948
105	-14.860863	0.133333	0.635528
106	-14.860863	0.132075	0.629173
107	-14.860863	0.130841	0.622881
108	-14.860863	0.129630	0.616652
109	-14.860863	0.128440	0.610486
110	-15.209657	0.136364	0.604381
111	-15.209657	0.135135	0.598337
112	-15.209657	0.133929	0.592354
113	-15.209657	0.132743	0.586430
114	-15.209657	0.131579	0.580566
115	-15.209657	0.130435	0.574760
116	-15.209657	0.129310	0.569013
117	-15.209657	0.128205	0.563323
118	-15.209657	0.127119	0.557689
119	-15.209657	0.126050	0.552112
120	-15.209657	0.125000	0.546591
121	-15.209657	0.123967	0.541125
122	-15.209657	0.122951	0.535714
123	-15.209657	0.121951	0.530357
124	-15.209657	0.120968	0.525053
125	-15.266056	0.128000	0.519803
126	-15.266056	0.126984	0.514605
127	-15.266056	0.125984	0.509459
128	-15.266056	0.125000	0.504364
129	-15.266056	0.124031	0.499321
130	-15.266056	0.123077	0.494327
131	-15.266056	0.122137	0.489384
132	-15.266056	0.121212	0.484490
133	-15.266056	0.120301	0.479645
134	-15.266056	0.119403	0.474849
135	-15.266056	0.118519	0.470100
136	-15.270165	0.125000	0.465399
137	-15.270165	0.124088	0.460745
138	-15.270165	0.123188	0.456138
139	-15.270165	0.122302	0.451577
140	-15.270165	0.121429	0.447061
141	-15.270165	0.120567	0.442590
142	-15.270165	0.119718	0.438164
143	-15.270165	0.118881	0.433783
144	-15.542026	0.125000	0.429445
145	-15.542026	0.124138	0.425150
146	-15.542026	0.123288	0.420899
147	-15.542026	0.122449	0.416690
148	-15.542026	0.121622	0.412523
149	-15.542026	0.120805	0.408398
150	-15.969510	0.126667	0.404314
151	-15.969510	0.125828	0.400271
152	-15.969510	0.125000	0.396268
153	-15.969510	0.124183	0.392305
154	-15.969510	0.123377	0.388382
155	-15.969510	0.122581	0.384498
156	-15.969510	0.121795	0.380653
157	-15.988114	0.127389	0.376847
158	-15.988114	0.126582	0.373078
159	-15.988114	0.125786	0.369348
160	-15.988114	0.125000	0.365654
161	-15.988114	0.124224	0.361998
162	-15.988114	0.123457	0.358378
163	-15.988114	0.122699	0.354794
164	-15.988114	0.121951	0.351246
165	-15.988114	0.121212	0.347733
166	-15.988114	0.120482	0.344256
167	-15.988114	0.119760	0.340814
168	-15.988114	0.119048	0.337405
169	-15.988114	0.118343	0.334031
170	-15.988114	0.117647	0.330691
171	-16.026574	0.122807	0.327384
172	-16.026574	0.122093	0.324110
173	-16.026574	0.121387	0.320869
174	-16.026574	0.120690	0.317661
175	-16.026574	0.120000	0.314484
176	-16.026574	0.119318	0.311339
177	-16.026574	0.118644	0.308226
178	-16.026574	0.117978	0.305143
179	-16.026574	0.117318	0.302092
180	-16.026574	0.116667	0.299071
181	-16.026574	0.116022	0.296080
182	-16.026574	0.115385	0.293120
183	-16.026574	0.114754	0.290188
184	-16.026574	0.114130	0.287286
185	-16.209395	0.118919	0.284414
186	-16.209395	0.118280	0.281569
187	-16.209395	0.117647	0.278754
188	-16.209395	0.117021	0.275966
189	-16.209395	0.116402	0.273207
190	-16.209395	0.115789	0.270475
191	-16.209395	0.115183	0.267770
192	-16.209395	0.114583	0.265092
193	-16.209395	0.113990	0.262441
194	-16.209395	0.113402	0.259817
195	-16.209395	0.112821	0.257219
196	-16.209395	0.112245	0.254646
197	-16.209395	0.111675	0.252100
198	-16.209395	0.111111	0.249579
199	-16.209395	0.110553	0.247083
200	-16.209395	0.110000	0.244612
201	-16.209395	0.109453	0.242166
202	-16.209395	0.108911	0.239745
203	-16.209395	0.108374	0.237347
204	-16.273122	0.112745	0.234974
205	-16.273122	0.112195	0.232624
206	-16.273122	0.111650	0.230298
207	-16.273122	0.111111	0.227995
208	-16.273122	0.110577	0.225715
209	-16.273122	0.110048	0.223458
210	-16.273122	0.109524	0.221223
211	-16.273122	0.109005	0.219011
212	-16.273122	0.108491	0.216821
213	-16.311794	0.112676	0.214652
214	-16.311794	0.112150	0.212506
215	-16.311794	0.111628	0.210381
216	-16.311794	0.111111	0.208277
217	-16.311794	0.110599	0.206194
218	-16.311794	0.110092	0.204132
219	-16.311794	0.109589	0.202091
220	-16.311794	0.109091	0.200070
221	-16.387984	0.113122	0.198069
222	-16.387984	0.112613	0.196089
223	-16.387984	0.112108	0.194128
224	-16.387984	0.111607	0.192187
225	-16.387984	0.111111	0.190265
226	-16.387984	0.110619	0.188362
227	-16.461366	0.114537	0.186478
228	-16.461366	0.114035	0.184614
229	-16.461366	0.113537	0.182767
230	-16.461366	0.113043	0.180940
231	-16.461366	0.112554	0.179130
232	-16.461366	0.112069	0.177339
233	-16.461366	0.111588	0.175566
234	-16.461366	0.111111	0.173810
235	-16.461366	0.110638	0.172072
236	-16.633264	0.114407	0.170351
237	-16.633264	0.113924	0.168648
238	-16.633264	0.113445	0.166961
239	-16.633264	0.112971	0.165292
240	-16.633264	0.112500	0.163639
241	-16.653445	0.116183	0.162002
242	-16.700548	0.119835	0.160382
243	-16.700548	0.119342	0.158778
244	-16.700548	0.118852	0.157191
245	-16.700548	0.118367	0.155619
246	-16.700548	0.117886	0.154063
247	-16.700548	0.117409	0.152522
248	-16.700548	0.116935	0.150997
249	-16.788676	0.120482	0.149487
250	-16.788676	0.120000	0.147992
251	-16.853360	0.123506	0.146512
252	-16.853360	0.123016	0.145047
253	-16.853360	0.122530	0.143596
254	-16.855996	0.125984	0.142160
255	-16.855996	0.125490	0.140739
256	-16.855996	0.125000	0.139331
257	-16.855996	0.124514	0.137938
258	-16.855996	0.124031	0.136559
259	-16.855996	0.123552	0.135193
260	-16.867715	0.126923	0.133841
261	-16.867715	0.126437	0.132503
262	-16.867715	0.125954	0.131178
263	-16.867715	0.125475	0.129866
264	-16.867715	0.125000	0.128567
265	-16.867715	0.124528	0.127282
266	-16.867715	0.124060	0.126009
267	-16.919962	0.127341	0.124749
268	-16.919962	0.126866	0.123501
269	-16.919962	0.126394	0.122266
270	-16.919962	0.125926	0.121044
271	-16.919962	0.125461	0.119833
272	-16.919962	0.125000	0.118635
273	-16.919962	0.124542	0.117449
274	-16.919962	0.124088	0.116274
275	-16.919962	0.123636	0.115111
276	-16.919962	0.123188	0.113960
277	-16.919962	0.122744	0.112821
278	-16.919962	0.122302	0.111692
279	-16.919962	0.121864	0.110575
280	-17.015555	0.125000	0.109470
281	-17.015555	0.124555	0.108375
282	-17.015555	0.124113	0.107291
283	-17.015555	0.123675	0.106218
284	-17.015555	0.123239	0.105156
285	-17.015555	0.122807	0.104105
286	-17.015555	0.122378	0.103064
287	-17.015555	0.121951	0.102033
288	-17.046881	0.125000	0.101013
289	-17.046881	0.124567	0.100002
290	-17.046881	0.124138	0.099002
291	-17.046881	0.123711	0.098012
292	-17.046881	0.123288	0.097032
293	-17.046881	0.122867	0.096062
294	-17.046881	0.122449	0.095101
295	-17.046881	0.122034	0.094150
296	-17.046881	0.121622	0.093209
297	-17.046881	0.121212	0.092277
298	-17.065869	0.124161	0.091354
299	-17.065869	0.123746	0.090440
300	-17.065869	0.123333	0.089536
301	-17.065869	0.122924	0.088641
302	-17.065869	0.122517	0.087754
303	-17.123926	0.125413	0.086877
304	-17.123926	0.125000	0.086008
305	-17.123926	0.124590	0.085148
306	-17.166391	0.127451	0.084296
307	-17.166391	0.127036	0.083453
308	-17.166391	0.126623	0.082619
309	-17.166391	0.126214	0.081793
310	-17.166391	0.125806	0.080975
311	-17.212625	0.128617	0.080165
312	-17.212625	0.128205	0.079363
313	-17.212625	0.127796	0.078570
314	-17.212625	0.127389	0.077784
315	-17.212625	0.126984	0.077006
316	-17.212625	0.126582	0.076236
317	-17.212625	0.126183	0.075474
318	-17.212625	0.125786	0.074719
319	-17.212625	0.125392	0.073972
320	-17.212625	0.125000	0.073232
321	-17.230401	0.127726	0.072500
322	-17.239827	0.130435	0.071775
323	-17.258011	0.133127	0.071057
324	-17.258011	0.132716	0.070346
325	-17.258011	0.132308	0.069643
326	-17.258011	0.131902	0.068947
327	-17.308610	0.134557	0.068257
328	-17.308610	0.134146	0.067575
329	-17.308610	0.133739	0.066899
330	-17.308610	0.133333	0.066230
331	-17.308610	0.132931	0.065568
