x		Analiticno	Forward		Central		CD4		Err_FD		Err_CD		Err_CD4
3.141593	-1.00000000	-0.99998333	-0.99998333	-1.00000000	1.666658e-005	1.666658e-005	3.333579e-010
3.204425	-0.99802673	-0.99769614	-0.99801009	-0.99802673	3.305837e-004	1.663370e-005	3.327010e-010
3.267256	-0.99211470	-0.99147151	-0.99209817	-0.99211470	6.431961e-004	1.653516e-005	3.307299e-010
3.330088	-0.98228725	-0.98133398	-0.98227088	-0.98228725	9.532701e-004	1.637137e-005	3.274533e-010
3.392920	-0.96858316	-0.96732358	-0.96856702	-0.96858316	1.259582e-003	1.614297e-005	3.228869e-010
3.455752	-0.95105652	-0.94949559	-0.95104067	-0.95105652	1.560923e-003	1.585086e-005	3.170395e-010
3.518584	-0.92977649	-0.92792038	-0.92976099	-0.92977649	1.856104e-003	1.549620e-005	3.099447e-010
3.581416	-0.90482705	-0.90268309	-0.90481197	-0.90482705	2.143959e-003	1.508038e-005	3.016275e-010
3.644247	-0.87630668	-0.87388333	-0.87629208	-0.87630668	2.423353e-003	1.460504e-005	2.921231e-010
3.707079	-0.84432793	-0.84163474	-0.84431385	-0.84432793	2.693184e-003	1.407206e-005	2.814645e-010
3.769911	-0.80901699	-0.80606461	-0.80900351	-0.80901699	2.952385e-003	1.348355e-005	2.696923e-010
3.832743	-0.77051324	-0.76731331	-0.77050040	-0.77051324	3.199935e-003	1.284182e-005	2.568494e-010
3.895575	-0.72896863	-0.72553377	-0.72895648	-0.72896863	3.434856e-003	1.214942e-005	2.430058e-010
3.958407	-0.68454711	-0.68089088	-0.68453570	-0.68454711	3.656222e-003	1.140906e-005	2.281957e-010
4.021239	-0.63742399	-0.63356083	-0.63741337	-0.63742399	3.863158e-003	1.062368e-005	2.124820e-010
4.084070	-0.58778525	-0.58373040	-0.58777546	-0.58778525	4.054848e-003	9.796372e-006	1.959370e-010
4.146902	-0.53582679	-0.53159626	-0.53581786	-0.53582679	4.230535e-003	8.930402e-006	1.786205e-010
4.209734	-0.48175367	-0.47736415	-0.48174564	-0.48175367	4.389526e-003	8.029188e-006	1.606008e-010
4.272566	-0.42577929	-0.42124810	-0.42577220	-0.42577929	4.531194e-003	7.096286e-006	1.419372e-010
4.335398	-0.36812455	-0.36346957	-0.36811842	-0.36812455	4.654979e-003	6.135379e-006	1.227092e-010
4.398230	-0.30901699	-0.30425660	-0.30901184	-0.30901699	4.760393e-003	5.150257e-006	1.030088e-010
4.461062	-0.24868989	-0.24384287	-0.24868574	-0.24868989	4.847020e-003	4.144811e-006	8.290016e-011
4.523893	-0.18738131	-0.18246680	-0.18737819	-0.18738131	4.914518e-003	3.123006e-006	6.246406e-011
4.586725	-0.12533323	-0.12037061	-0.12533114	-0.12533323	4.962621e-003	2.088877e-006	4.178141e-011
4.649557	-0.06279052	-0.05779938	-0.06278947	-0.06279052	4.991139e-003	1.046503e-006	2.093470e-011
4.712389	-0.00000000	0.00499996	0.00000000	0.00000000	4.999958e-003	1.836910e-016	2.034063e-015
4.775221	0.06279052	0.06777957	0.06278947	0.06279052	4.989046e-003	1.046503e-006	2.092966e-011
4.838053	0.12533323	0.13029168	0.12533114	0.12533323	4.958443e-003	2.088877e-006	4.178191e-011
4.900885	0.18738131	0.19228959	0.18737819	0.18738131	4.908272e-003	3.123006e-006	6.247011e-011
4.963716	0.24868989	0.25352862	0.24868574	0.24868989	4.838731e-003	4.144811e-006	8.289974e-011
5.026548	0.30901699	0.31376709	0.30901184	0.30901699	4.750093e-003	5.150257e-006	1.030103e-010
5.089380	0.36812455	0.37276726	0.36811842	0.36812455	4.642708e-003	6.135379e-006	1.227170e-010
5.152212	0.42577929	0.43029629	0.42577220	0.42577929	4.517001e-003	7.096286e-006	1.419349e-010
5.215044	0.48175367	0.48612714	0.48174564	0.48175367	4.373468e-003	8.029188e-006	1.605910e-010
5.277876	0.53582679	0.54003947	0.53581786	0.53582679	4.212674e-003	8.930402e-006	1.786172e-010
5.340708	0.58778525	0.59182051	0.58777546	0.58778525	4.035255e-003	9.796372e-006	1.959394e-010
